yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
32,82,1.8022,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.60306,-2.64638,-2.68995,-2.73377,-2.77787,-2.82223,-2.86685,-2.91172,-2.95682,-3.00217,-3.04775,-3.09358,-3.13965,-3.18595,-3.23248,-3.27922,-3.32617,-3.37332,-3.42067,-3.46819,-3.51588,-3.56372,-3.61169,-3.65976,-3.70791,-3.75613,-3.80439,-3.85267,-3.90094,-3.94918,-3.99736,-4.04544,-4.09341,-4.14122,-4.18885,-4.23628,-4.28348,-4.33043,-4.37711,-4.4235,-4.46958,-4.51535,-4.5608,-4.60592,-4.65072,-4.69521,-4.73941,-4.78332,-4.82697,-4.87038,-4.91358,-4.95661,-4.9995,-5.04228,-5.08498,-5.12765,-5.17034,-5.21308,-5.2559,-5.29884,-5.34195,-5.38527,-5.42881,-5.47261,-5.51671,-5.56113,-5.60591,-5.65106,-5.69661,-5.74257,-5.78896,-5.83582,-5.88313,-5.9309,-5.97917,-6.02794,-6.07723,-6.12703,-6.17733,-6.22813,-6.27946,-6.33133,-6.38373,-6.43664,-6.49005,-6.544,-6.59846,-6.65344,-6.70892,-6.76491,-6.8214,-6.87836,-6.93579,-6.99371,-7.05219,-7.11122,-7.17073,-7.23066,-7.29099,-7.35174
33,82,1.8165,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.61527,-2.65778,-2.70053,-2.74354,-2.78681,-2.83034,-2.87414,-2.91818,-2.96245,-3.00695,-3.05168,-3.09665,-3.14187,-3.18732,-3.233,-3.27889,-3.325,-3.37132,-3.41784,-3.46455,-3.51144,-3.5585,-3.6057,-3.65303,-3.70046,-3.74799,-3.7956,-3.84326,-3.89096,-3.93866,-3.98636,-4.03402,-4.08161,-4.12913,-4.17653,-4.2238,-4.27092,-4.31787,-4.36463,-4.41119,-4.45753,-4.50365,-4.54954,-4.5952,-4.64062,-4.68581,-4.7308,-4.77558,-4.82017,-4.86458,-4.90886,-4.95302,-4.99709,-5.0411,-5.08507,-5.12905,-5.17308,-5.21717,-5.26136,-5.30569,-5.3502,-5.39492,-5.43987,-5.48507,-5.53057,-5.57639,-5.62255,-5.66908,-5.716,-5.76332,-5.81106,-5.85924,-5.90787,-5.95696,-6.00652,-6.05657,-6.10712,-6.15817,-6.20971,-6.26174,-6.31428,-6.36735,-6.42093,-6.47501,-6.52958,-6.58467,-6.64026,-6.69635,-6.75294,-6.81002,-6.86759,-6.92562,-6.9841,-7.04305,-7.10256,-7.16259,-7.22311,-7.28403,-7.34533,-7.40704
34,82,1.823,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.74843,-2.78984,-2.83147,-2.87336,-2.91551,-2.95794,-3.00062,-3.04354,-3.08667,-3.13002,-3.17358,-3.21737,-3.2614,-3.30565,-3.3501,-3.39476,-3.43961,-3.48465,-3.52986,-3.57524,-3.62078,-3.66644,-3.71222,-3.75808,-3.804,-3.84998,-3.89599,-3.942,-3.988,-4.03396,-4.07986,-4.12568,-4.17139,-4.21697,-4.2624,-4.30766,-4.35273,-4.39762,-4.44229,-4.48675,-4.53099,-4.57501,-4.61881,-4.66239,-4.70578,-4.74898,-4.79201,-4.8349,-4.87765,-4.92031,-4.96289,-5.00544,-5.04798,-5.09053,-5.13314,-5.17584,-5.21867,-5.26165,-5.30482,-5.3482,-5.39184,-5.43576,-5.47998,-5.52453,-5.56943,-5.61471,-5.66039,-5.70649,-5.75302,-5.8,-5.84745,-5.89537,-5.94378,-5.99268,-6.04207,-6.09198,-6.14243,-6.19339,-6.24487,-6.29685,-6.34936,-6.40241,-6.45599,-6.51009,-6.56469,-6.61981,-6.67545,-6.7316,-6.78825,-6.84541,-6.90306,-6.96118,-7.01975,-7.0788,-7.13841,-7.19855,-7.25918,-7.32022,-7.38164,-7.44347
35,82,1.8423,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.84092,-2.88116,-2.9216,-2.9623,-3.0033,-3.04461,-3.0862,-3.12803,-3.17006,-3.21229,-3.25473,-3.2974,-3.3403,-3.38343,-3.42675,-3.47027,-3.51398,-3.55786,-3.60192,-3.64614,-3.69049,-3.73497,-3.77953,-3.82417,-3.86885,-3.91356,-3.95829,-4.00301,-4.04769,-4.09232,-4.13687,-4.18133,-4.22567,-4.26987,-4.31391,-4.35779,-4.40149,-4.445,-4.48832,-4.53144,-4.57436,-4.6171,-4.65965,-4.70203,-4.74425,-4.78633,-4.82829,-4.87016,-4.91196,-4.95372,-4.99547,-5.03724,-5.07905,-5.12095,-5.16296,-5.20511,-5.24745,-5.29,-5.33278,-5.37583,-5.41918,-5.46285,-5.50687,-5.55125,-5.59601,-5.64119,-5.6868,-5.73286,-5.77937,-5.82636,-5.87383,-5.9218,-5.97027,-6.01925,-6.06874,-6.11875,-6.16931,-6.22041,-6.27202,-6.32415,-6.37682,-6.43003,-6.48378,-6.53805,-6.59283,-6.64814,-6.70397,-6.76031,-6.81715,-6.87451,-6.93236,-6.99068,-7.04946,-7.10871,-7.16852,-7.22887,-7.28971,-7.35095,-7.41259,-7.47462
36,82,1.8202,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.926,-2.96482,-3.00387,-3.04318,-3.0828,-3.12272,-3.16291,-3.20336,-3.24402,-3.28491,-3.32602,-3.36738,-3.40898,-3.45081,-3.49287,-3.53512,-3.57758,-3.62023,-3.66305,-3.70604,-3.74918,-3.79245,-3.83581,-3.87926,-3.92276,-3.9663,-4.00986,-4.05343,-4.09697,-4.14048,-4.18393,-4.22731,-4.27059,-4.31376,-4.3568,-4.39972,-4.44249,-4.48511,-4.52759,-4.56991,-4.6121,-4.65415,-4.69607,-4.73787,-4.77958,-4.8212,-4.86278,-4.90432,-4.94585,-4.9874,-5.029,-5.07067,-5.11245,-5.15436,-5.19644,-5.2387,-5.2812,-5.32394,-5.36696,-5.41028,-5.45394,-5.49794,-5.54232,-5.58709,-5.63227,-5.67788,-5.72394,-5.77046,-5.81746,-5.86493,-5.91291,-5.96139,-6.01039,-6.0599,-6.10992,-6.16048,-6.21159,-6.26323,-6.3154,-6.36808,-6.4213,-6.47507,-6.52938,-6.58421,-6.63955,-6.69541,-6.7518,-6.80869,-6.86609,-6.92399,-6.98238,-7.04125,-7.10057,-7.16035,-7.22069,-7.28157,-7.34293,-7.4047,-7.46685,-7.52939
37,82,1.7997,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.01099,-3.04812,-3.08552,-3.12322,-3.16122,-3.19954,-3.23816,-3.27705,-3.31619,-3.35559,-3.39526,-3.43521,-3.47543,-3.51591,-3.55664,-3.59761,-3.6388,-3.6802,-3.72181,-3.76361,-3.80559,-3.84772,-3.88997,-3.93232,-3.97476,-4.01726,-4.05981,-4.10239,-4.14498,-4.18757,-4.23013,-4.27265,-4.3151,-4.35748,-4.39978,-4.44198,-4.48409,-4.5261,-4.568,-4.60981,-4.65152,-4.69315,-4.7347,-4.77618,-4.81762,-4.85904,-4.90045,-4.94188,-4.98335,-5.02488,-5.06651,-5.10826,-5.15016,-5.19222,-5.23449,-5.27699,-5.31975,-5.36278,-5.40612,-5.44979,-5.49381,-5.5382,-5.58299,-5.62819,-5.67381,-5.71987,-5.7664,-5.8134,-5.86088,-5.90886,-5.95734,-6.00633,-6.05584,-6.10587,-6.15642,-6.2075,-6.25914,-6.31131,-6.36401,-6.41723,-6.47098,-6.52528,-6.58012,-6.63548,-6.69135,-6.74774,-6.80465,-6.86206,-6.91998,-6.97839,-7.0373,-7.09667,-7.1565,-7.21679,-7.27762,-7.33899,-7.40084,-7.46309,-7.52572,-7.58873
38,82,1.8149,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.05111,-3.08699,-3.12315,-3.15964,-3.19649,-3.23371,-3.27128,-3.30914,-3.34728,-3.3857,-3.42441,-3.46341,-3.50273,-3.54234,-3.58222,-3.62236,-3.66276,-3.70341,-3.74428,-3.78538,-3.82669,-3.86818,-3.90982,-3.95159,-3.99348,-4.03546,-4.07753,-4.11966,-4.16183,-4.20403,-4.24625,-4.28846,-4.33064,-4.37279,-4.41489,-4.45694,-4.49893,-4.54086,-4.58272,-4.62452,-4.66627,-4.70797,-4.74962,-4.79125,-4.83286,-4.87448,-4.91612,-4.95781,-4.99956,-5.04141,-5.08337,-5.12547,-5.16774,-5.21019,-5.25286,-5.29578,-5.33896,-5.38243,-5.42621,-5.47034,-5.51481,-5.55967,-5.60493,-5.6506,-5.69669,-5.74323,-5.79024,-5.83772,-5.88568,-5.93413,-5.98309,-6.03256,-6.08254,-6.13304,-6.18406,-6.23562,-6.28772,-6.34035,-6.39351,-6.44719,-6.5014,-6.55615,-6.61143,-6.66723,-6.72354,-6.78037,-6.83771,-6.89555,-6.95389,-7.01272,-7.07205,-7.13183,-7.19206,-7.25275,-7.31398,-7.37574,-7.43797,-7.50061,-7.56361,-7.62701
39,82,1.8029,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.05042,-3.08577,-3.12141,-3.15739,-3.19372,-3.23041,-3.26744,-3.30479,-3.34243,-3.38037,-3.41862,-3.4572,-3.49609,-3.5353,-3.57481,-3.6146,-3.65468,-3.69502,-3.73563,-3.77649,-3.81759,-3.85891,-3.90042,-3.9421,-3.98393,-4.02591,-4.06802,-4.11024,-4.15256,-4.19495,-4.23742,-4.27993,-4.32248,-4.36504,-4.40761,-4.45019,-4.49276,-4.53533,-4.57788,-4.62043,-4.66297,-4.70551,-4.74805,-4.79059,-4.83317,-4.87578,-4.91846,-4.9612,-5.00403,-5.04697,-5.09005,-5.13328,-5.17668,-5.22029,-5.26411,-5.30818,-5.35252,-5.39714,-5.44208,-5.48734,-5.53296,-5.57895,-5.62533,-5.67212,-5.71932,-5.76695,-5.81504,-5.86359,-5.91262,-5.96212,-6.01212,-6.06262,-6.11362,-6.16512,-6.21713,-6.26967,-6.32273,-6.37633,-6.43043,-6.48504,-6.54018,-6.59584,-6.65203,-6.70872,-6.76591,-6.8236,-6.88179,-6.94048,-6.99966,-7.05931,-7.11945,-7.18003,-7.24105,-7.30252,-7.36452,-7.42703,-7.49,-7.55337,-7.6171,-7.68121
40,82,1.823,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.02343,-3.05841,-3.09366,-3.12924,-3.16519,-3.20152,-3.23821,-3.27521,-3.3125,-3.35009,-3.38798,-3.42621,-3.46477,-3.50367,-3.54288,-3.5824,-3.62224,-3.66238,-3.70282,-3.74356,-3.78458,-3.82587,-3.8674,-3.90917,-3.95115,-3.99335,-4.03575,-4.07833,-4.12109,-4.16401,-4.20709,-4.25031,-4.29365,-4.3371,-4.38066,-4.42431,-4.46806,-4.5119,-4.55581,-4.59981,-4.64389,-4.68805,-4.73229,-4.77661,-4.82103,-4.86556,-4.9102,-4.95496,-4.99986,-5.04492,-5.09014,-5.13555,-5.18115,-5.22697,-5.27303,-5.31934,-5.36592,-5.41279,-5.45997,-5.50747,-5.55532,-5.60352,-5.6521,-5.70107,-5.75044,-5.80022,-5.85044,-5.9011,-5.95221,-6.00377,-6.05581,-6.10832,-6.16131,-6.21478,-6.26874,-6.32319,-6.37815,-6.43362,-6.48957,-6.54601,-6.60294,-6.66038,-6.71832,-6.77674,-6.83563,-6.89501,-6.95486,-7.01519,-7.07597,-7.13721,-7.19892,-7.26104,-7.32359,-7.38656,-7.45002,-7.51397,-7.57836,-7.64313,-7.70824,-7.77372
41,82,1.8087,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.0575,-3.09192,-3.12661,-3.16161,-3.19696,-3.23267,-3.26871,-3.30506,-3.34171,-3.37865,-3.41591,-3.45351,-3.49144,-3.52972,-3.56832,-3.60724,-3.64648,-3.68604,-3.72591,-3.76609,-3.80657,-3.84735,-3.88839,-3.92968,-3.97122,-4.01299,-4.05501,-4.09724,-4.13968,-4.18232,-4.22516,-4.26818,-4.31138,-4.35472,-4.39823,-4.44189,-4.48569,-4.52963,-4.57371,-4.61793,-4.66229,-4.70679,-4.75142,-4.7962,-4.84112,-4.88622,-4.93148,-4.97691,-5.02253,-5.06835,-5.11439,-5.16065,-5.20715,-5.2539,-5.30093,-5.34824,-5.39585,-5.44377,-5.49203,-5.54063,-5.58959,-5.63893,-5.68866,-5.73879,-5.78932,-5.84029,-5.89168,-5.94353,-5.99582,-6.04858,-6.1018,-6.1555,-6.20968,-6.26434,-6.31947,-6.3751,-6.43124,-6.48786,-6.54497,-6.60255,-6.66063,-6.7192,-6.77826,-6.83779,-6.89779,-6.95825,-7.01919,-7.08058,-7.14243,-7.20472,-7.26745,-7.33061,-7.39416,-7.45813,-7.52257,-7.58749,-7.65283,-7.71853,-7.78458,-7.85097
42,82,1.8176,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.07104,-3.1054,-3.14001,-3.17492,-3.21018,-3.24579,-3.28174,-3.31799,-3.35451,-3.39131,-3.42842,-3.46585,-3.50362,-3.54172,-3.58014,-3.61888,-3.65794,-3.69731,-3.737,-3.77699,-3.81729,-3.85789,-3.89875,-3.93988,-3.98125,-4.02287,-4.06473,-4.10683,-4.14914,-4.19167,-4.23441,-4.27735,-4.32047,-4.36376,-4.40723,-4.45088,-4.49469,-4.53865,-4.58278,-4.62707,-4.67152,-4.71614,-4.76091,-4.80585,-4.85096,-4.89626,-4.94175,-4.98744,-5.03333,-5.07945,-5.1258,-5.17239,-5.21924,-5.26637,-5.31377,-5.36148,-5.40951,-5.45786,-5.50655,-5.5556,-5.60502,-5.65482,-5.70502,-5.75563,-5.80665,-5.8581,-5.90999,-5.96233,-6.01513,-6.06839,-6.12212,-6.17632,-6.231,-6.28616,-6.34181,-6.39794,-6.45457,-6.5117,-6.5693,-6.62738,-6.68595,-6.74501,-6.80455,-6.86456,-6.92504,-6.98598,-7.04739,-7.10925,-7.17155,-7.2343,-7.29748,-7.36108,-7.42508,-7.48948,-7.55435,-7.61969,-7.68544,-7.75156,-7.81801,-7.88481
