yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
21,82,1.829,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.12713,-3.16464,-3.20227,-3.24011,-3.27822,-3.31659,-3.35517,-3.39389,-3.43273,-3.47165,-3.51068,-3.54984,-3.58912,-3.62852,-3.66801,-3.70756,-3.74717,-3.78682,-3.8265,-3.86618,-3.90586,-3.94549,-3.98505,-4.02449,-4.06381,-4.10299,-4.14201,-4.18084,-4.21949,-4.25793,-4.29616,-4.33416,-4.37192,-4.40944,-4.44672,-4.48378,-4.52062,-4.55725,-4.5937,-4.62997,-4.6661,-4.7021,-4.73801,-4.77384,-4.80964,-4.84545,-4.88128,-4.91718,-4.95318,-4.98931,-5.0256,-5.0621,-5.09882,-5.1358,-5.17307,-5.21065,-5.24858,-5.28688,-5.32557,-5.36467,-5.40421,-5.4442,-5.48466,-5.52561,-5.56705,-5.609,-5.65147,-5.69449,-5.73806,-5.78217,-5.82684,-5.87208,-5.91788,-5.96426,-6.0112,-6.05872,-6.10684,-6.15555,-6.20482,-6.25465,-6.30506,-6.35606,-6.40764,-6.45978,-6.51246,-6.5657,-6.61951,-6.67386,-6.72874,-6.78417,-6.84013,-6.89659,-6.95353,-7.01099,-7.06903,-7.12765,-7.18677,-7.24632,-7.30629,-7.36668
22,82,1.8487,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.11535,-3.15407,-3.19287,-3.23189,-3.2712,-3.31079,-3.35061,-3.39055,-3.43057,-3.47064,-3.51079,-3.55102,-3.59136,-3.63177,-3.67223,-3.71271,-3.7532,-3.79369,-3.83417,-3.8746,-3.91497,-3.95525,-3.99538,-4.03535,-4.07512,-4.11469,-4.15403,-4.19313,-4.23196,-4.27053,-4.30881,-4.3468,-4.38448,-4.42187,-4.45895,-4.49575,-4.53228,-4.56855,-4.60458,-4.6404,-4.67603,-4.7115,-4.74685,-4.7821,-4.81729,-4.85246,-4.88765,-4.92289,-4.95822,-4.99368,-5.02929,-5.0651,-5.10114,-5.13744,-5.17403,-5.21094,-5.2482,-5.28583,-5.32386,-5.3623,-5.40119,-5.44054,-5.48036,-5.52067,-5.56149,-5.60282,-5.64468,-5.6871,-5.73006,-5.77358,-5.81766,-5.86231,-5.90754,-5.95334,-5.99971,-6.04667,-6.09423,-6.14239,-6.19111,-6.2404,-6.29027,-6.34074,-6.39178,-6.4434,-6.49556,-6.54829,-6.60159,-6.65544,-6.70983,-6.76476,-6.82023,-6.8762,-6.93267,-6.98966,-7.04723,-7.10539,-7.16406,-7.22316,-7.28268,-7.34263
23,82,1.8364,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.05876,-3.09935,-3.14005,-3.18096,-3.22212,-3.26352,-3.30513,-3.34687,-3.38868,-3.43056,-3.47251,-3.51454,-3.55666,-3.59885,-3.64106,-3.68329,-3.7255,-3.7677,-3.80984,-3.85192,-3.89391,-3.93576,-3.97744,-4.01891,-4.06015,-4.10114,-4.14185,-4.18226,-4.22236,-4.26212,-4.30154,-4.34061,-4.3793,-4.41762,-4.45558,-4.49317,-4.53043,-4.56735,-4.60397,-4.64031,-4.6764,-4.71226,-4.74794,-4.78346,-4.81887,-4.85421,-4.88952,-4.92484,-4.9602,-4.99566,-5.03124,-5.06699,-5.10294,-5.13913,-5.17559,-5.21234,-5.24943,-5.28688,-5.32472,-5.36296,-5.40163,-5.44076,-5.48035,-5.52043,-5.56101,-5.6021,-5.64372,-5.68588,-5.72859,-5.77186,-5.81568,-5.86008,-5.90505,-5.95059,-5.99671,-6.04341,-6.09072,-6.13862,-6.18708,-6.23611,-6.28573,-6.33594,-6.38674,-6.4381,-6.49001,-6.5425,-6.59554,-6.64914,-6.70329,-6.75797,-6.8132,-6.86894,-6.92516,-6.98191,-7.03926,-7.09718,-7.15562,-7.21449,-7.27378,-7.3335
24,82,1.8326,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.02355,-3.06549,-3.10755,-3.14982,-3.19234,-3.23509,-3.27803,-3.3211,-3.36425,-3.40747,-3.45075,-3.49411,-3.53755,-3.58104,-3.62454,-3.66804,-3.71152,-3.75495,-3.79831,-3.84158,-3.88472,-3.9277,-3.97048,-4.01302,-4.05528,-4.09725,-4.1389,-4.18021,-4.22116,-4.26172,-4.30189,-4.34164,-4.38098,-4.41989,-4.45838,-4.49645,-4.53413,-4.57143,-4.60838,-4.64499,-4.6813,-4.71735,-4.75318,-4.78881,-4.82429,-4.85967,-4.895,-4.9303,-4.96564,-5.00103,-5.03655,-5.07221,-5.10806,-5.14414,-5.18047,-5.2171,-5.25406,-5.29137,-5.32906,-5.36715,-5.40567,-5.44464,-5.48409,-5.52401,-5.56443,-5.60537,-5.64683,-5.68884,-5.7314,-5.77451,-5.81818,-5.86243,-5.90725,-5.95264,-5.99861,-6.04517,-6.09233,-6.14008,-6.1884,-6.23729,-6.28677,-6.33684,-6.38749,-6.43872,-6.49049,-6.54284,-6.59575,-6.64922,-6.70323,-6.75779,-6.81289,-6.86849,-6.9246,-6.98122,-7.03844,-7.09625,-7.15456,-7.21331,-7.27248,-7.33209
25,82,1.8149,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.03992,-3.08287,-3.12597,-3.16926,-3.21278,-3.2565,-3.3004,-3.34442,-3.38852,-3.43269,-3.47691,-3.5212,-3.56554,-3.60991,-3.65427,-3.69859,-3.74284,-3.787,-3.83104,-3.87493,-3.91863,-3.9621,-4.0053,-4.04818,-4.0907,-4.13285,-4.17458,-4.21588,-4.25672,-4.29709,-4.33696,-4.37632,-4.41518,-4.45352,-4.49135,-4.52869,-4.56556,-4.60199,-4.638,-4.67363,-4.70891,-4.7439,-4.77862,-4.81314,-4.84748,-4.88171,-4.91588,-4.95003,-4.98421,-5.01846,-5.05284,-5.08738,-5.12212,-5.1571,-5.19236,-5.22792,-5.26383,-5.30011,-5.33679,-5.37389,-5.41143,-5.44945,-5.48794,-5.52693,-5.56643,-5.60646,-5.64703,-5.68816,-5.72985,-5.7721,-5.81492,-5.85833,-5.90232,-5.94689,-5.99204,-6.03779,-6.08416,-6.13112,-6.17866,-6.22678,-6.27549,-6.32481,-6.37471,-6.4252,-6.47624,-6.52786,-6.58005,-6.6328,-6.68611,-6.73998,-6.79438,-6.84931,-6.90474,-6.9607,-7.01726,-7.07442,-7.13208,-7.1902,-7.24873,-7.30772
26,82,1.8238,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.08331,-3.1266,-3.17004,-3.21369,-3.25758,-3.3017,-3.34601,-3.39042,-3.43491,-3.47942,-3.52398,-3.56857,-3.6132,-3.65782,-3.7024,-3.74689,-3.79126,-3.8355,-3.87956,-3.92341,-3.96701,-4.0103,-4.05324,-4.09578,-4.13788,-4.1795,-4.22063,-4.26123,-4.30128,-4.34077,-4.37969,-4.41801,-4.45576,-4.49291,-4.5295,-4.56554,-4.60108,-4.63613,-4.67073,-4.70493,-4.73878,-4.77232,-4.80561,-4.83869,-4.87162,-4.90445,-4.93724,-4.97004,-5.0029,-5.03585,-5.06896,-5.10226,-5.1358,-5.1696,-5.20371,-5.23816,-5.27297,-5.30818,-5.34382,-5.37989,-5.41643,-5.45346,-5.49099,-5.52904,-5.56761,-5.60672,-5.64639,-5.68662,-5.72743,-5.76882,-5.81079,-5.85335,-5.8965,-5.94025,-5.98458,-6.02953,-6.07509,-6.12126,-6.16802,-6.21535,-6.2633,-6.31185,-6.361,-6.41073,-6.46103,-6.51192,-6.56339,-6.61542,-6.66802,-6.72118,-6.77489,-6.82912,-6.88387,-6.93916,-6.99506,-7.05155,-7.10857,-7.16603,-7.22393,-7.28228
27,82,1.8103,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.07144,-3.11523,-3.1592,-3.20338,-3.24778,-3.29239,-3.33719,-3.3821,-3.4271,-3.47215,-3.51725,-3.5624,-3.60759,-3.65278,-3.69793,-3.743,-3.78796,-3.83278,-3.87742,-3.92184,-3.96601,-4.00986,-4.05335,-4.09642,-4.13904,-4.18117,-4.22277,-4.26383,-4.30431,-4.3442,-4.38348,-4.42214,-4.46017,-4.49759,-4.5344,-4.57062,-4.6063,-4.64146,-4.67614,-4.71038,-4.74424,-4.77776,-4.811,-4.844,-4.87683,-4.90955,-4.9422,-4.97485,-5.00754,-5.04032,-5.07324,-5.10634,-5.13967,-5.17327,-5.20716,-5.24138,-5.27597,-5.31096,-5.34636,-5.38221,-5.41852,-5.45531,-5.49261,-5.53043,-5.56877,-5.60764,-5.64708,-5.68709,-5.72767,-5.76882,-5.81056,-5.8529,-5.89582,-5.93934,-5.98345,-6.02817,-6.07351,-6.11946,-6.16599,-6.21311,-6.26083,-6.30916,-6.3581,-6.40761,-6.4577,-6.50837,-6.55963,-6.61145,-6.66384,-6.71679,-6.7703,-6.82433,-6.87888,-6.93396,-6.98967,-7.04596,-7.10278,-7.16005,-7.21775,-7.27592
28,82,1.8226,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.00064,-3.04479,-3.08913,-3.1337,-3.17853,-3.22362,-3.26892,-3.31439,-3.35997,-3.40565,-3.45142,-3.49728,-3.54324,-3.58924,-3.63527,-3.68127,-3.72723,-3.77311,-3.81888,-3.86451,-3.90995,-3.95514,-4.00004,-4.0446,-4.08877,-4.1325,-4.17576,-4.21853,-4.26075,-4.30241,-4.34347,-4.38392,-4.42375,-4.46293,-4.50148,-4.53941,-4.57673,-4.61348,-4.64968,-4.68536,-4.72058,-4.75537,-4.7898,-4.82391,-4.85775,-4.89138,-4.92488,-4.95828,-4.99165,-5.02503,-5.05848,-5.09205,-5.12578,-5.15973,-5.19391,-5.22839,-5.26319,-5.29835,-5.33389,-5.36984,-5.40623,-5.44308,-5.48041,-5.51823,-5.55656,-5.59541,-5.63481,-5.67476,-5.71528,-5.75636,-5.79801,-5.84025,-5.88308,-5.92648,-5.97048,-6.01508,-6.06029,-6.10611,-6.1525,-6.19948,-6.24706,-6.29525,-6.34403,-6.39339,-6.44332,-6.49384,-6.54493,-6.59659,-6.64882,-6.7016,-6.75494,-6.80881,-6.86318,-6.9181,-6.97364,-7.02976,-7.08641,-7.1435,-7.20104,-7.25903
29,82,1.8274,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.85957,-2.90381,-2.94826,-2.99297,-3.03797,-3.08324,-3.12877,-3.1745,-3.22041,-3.26649,-3.31273,-3.35914,-3.40571,-3.45243,-3.49926,-3.54618,-3.59317,-3.64022,-3.68728,-3.73435,-3.78137,-3.82832,-3.87514,-3.9218,-3.96824,-4.01443,-4.06033,-4.10591,-4.15112,-4.19593,-4.24029,-4.28417,-4.32754,-4.37038,-4.41265,-4.45436,-4.49549,-4.53606,-4.57606,-4.6155,-4.65442,-4.69284,-4.73078,-4.7683,-4.80542,-4.84221,-4.87871,-4.91498,-4.95106,-4.98701,-5.02289,-5.05875,-5.09464,-5.13061,-5.1667,-5.20296,-5.23944,-5.27618,-5.31321,-5.35057,-5.38829,-5.42639,-5.46492,-5.50387,-5.54328,-5.58317,-5.62356,-5.66446,-5.70589,-5.74785,-5.79036,-5.83342,-5.87704,-5.92122,-5.96597,-6.0113,-6.05723,-6.10375,-6.15082,-6.19847,-6.2467,-6.29552,-6.34493,-6.3949,-6.44543,-6.49653,-6.5482,-6.60043,-6.65321,-6.70654,-6.76042,-6.8148,-6.8697,-6.92512,-6.98115,-7.03776,-7.09489,-7.15247,-7.21047,-7.26892
30,82,1.8254,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.81075,-2.85447,-2.89842,-2.94263,-2.98713,-3.03191,-3.07695,-3.12221,-3.16768,-3.21333,-3.25917,-3.30522,-3.35145,-3.39786,-3.44443,-3.49113,-3.53794,-3.58487,-3.63187,-3.67893,-3.72602,-3.7731,-3.82013,-3.86708,-3.91391,-3.96058,-4.00706,-4.05331,-4.09929,-4.14496,-4.19029,-4.23523,-4.27976,-4.32385,-4.36745,-4.41056,-4.45317,-4.49527,-4.53685,-4.5779,-4.61846,-4.65852,-4.69813,-4.73728,-4.77603,-4.81442,-4.85249,-4.89029,-4.92785,-4.96523,-5.00248,-5.03966,-5.07682,-5.11399,-5.15123,-5.1886,-5.22613,-5.26386,-5.30184,-5.3401,-5.37867,-5.4176,-5.45691,-5.49661,-5.53674,-5.57731,-5.61836,-5.6599,-5.70195,-5.7445,-5.78758,-5.8312,-5.87537,-5.92007,-5.96533,-6.01117,-6.05758,-6.10457,-6.15212,-6.20022,-6.24889,-6.29816,-6.34799,-6.39839,-6.44933,-6.50084,-6.55291,-6.60553,-6.6587,-6.71241,-6.76666,-6.82141,-6.87666,-6.93244,-6.98882,-7.04578,-7.10324,-7.16115,-7.21948,-7.27826
31,82,1.8109,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.68379,-2.72756,-2.77158,-2.81586,-2.86042,-2.90524,-2.95033,-2.99566,-3.04123,-3.08701,-3.13301,-3.17925,-3.22571,-3.27239,-3.31927,-3.36633,-3.41357,-3.46098,-3.50854,-3.55624,-3.60405,-3.65194,-3.6999,-3.7479,-3.79589,-3.84386,-3.89178,-3.93961,-3.98733,-4.0349,-4.08228,-4.12944,-4.17635,-4.22297,-4.26927,-4.31522,-4.3608,-4.406,-4.45079,-4.49515,-4.53908,-4.58259,-4.62568,-4.66835,-4.71061,-4.7525,-4.79403,-4.83525,-4.87618,-4.91685,-4.95732,-4.99762,-5.0378,-5.07791,-5.11797,-5.15806,-5.19821,-5.23847,-5.27886,-5.31945,-5.36026,-5.40133,-5.4427,-5.48439,-5.52643,-5.56885,-5.61169,-5.65496,-5.69867,-5.74284,-5.78749,-5.83265,-5.8783,-5.92446,-5.97114,-6.01836,-6.06613,-6.11445,-6.16329,-6.21267,-6.2626,-6.31309,-6.36413,-6.41571,-6.46783,-6.52048,-6.57368,-6.62742,-6.68167,-6.73646,-6.79177,-6.84757,-6.90385,-6.96063,-7.01801,-7.07594,-7.13438,-7.19324,-7.25252,-7.31223
